Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2003,Jerome Moiso,C,24,NOH,4,60,22.6,0.648,0,0.25,16.3,16.3,16.3,15.5,0,8.8,18.4,16.9,,0.2,0.1,0.2,0.18,,1.7,5.3,7.1,0.1
2003,Dikembe Mutombo*,C,36,NJN,10,115,9,0.537,0,0.267,7.7,19.6,13.5,8.1,1.4,6.3,32.3,9.8,,0,0.3,0.2,0.097,,-3.7,5,1.2,0.1
2003,Eduardo Najera,SF,26,DAL,19,394,12.5,0.541,0,0.558,9.9,10.7,10.3,5.4,1.8,0.8,13,14.1,,0.6,0.1,0.7,0.089,,-1.8,2.1,0.3,0.2
2003,Steve Nash*,PG,28,DAL,20,729,18.1,0.565,0.296,0.245,2.2,8.3,5.3,31.1,1.2,0.1,15.2,20.7,,1.8,-0.1,1.7,0.113,,1.8,-0.2,1.6,0.7
2003,Rasho Nesterovic,C,26,MIN,6,169,7.7,0.517,0,0.158,6.6,12.9,10.1,3.6,0.3,1.7,11,12.2,,0.1,0,0.1,0.027,,-4.2,1.2,-3,0
2003,Dirk Nowitzki,PF,24,DAL,17,722,23.2,0.593,0.195,0.361,2.3,27.7,14.9,8.7,1.5,1.7,9.9,25.1,,1.9,0.6,2.6,0.172,,0.6,2.1,2.7,0.8
2003,Jermaine O'Neal,PF,24,IND,6,272,22.1,0.568,0.033,0.707,9.6,34.2,21.6,3.2,0.6,6,13,23.4,,0.5,0.4,0.9,0.164,,-2.2,1.8,-0.4,0.1
2003,Shaquille O'Neal*,C,30,LAL,12,481,30.6,0.57,0,0.584,14.3,28.5,21.1,17.6,0.8,5.1,11,29.6,,1.8,0.6,2.4,0.24,,4,3.9,8,1.2
2003,Mehmet Okur,PF,23,DET,17,323,13.2,0.5,0.163,0.4,8.6,17.3,12.8,7.8,2.1,2.8,13,16.1,,0.1,0.5,0.7,0.103,,-1.4,2.3,0.8,0.2
2003,Greg Ostertag,C,29,UTA,5,151,16,0.518,0,0.528,15.3,19.8,17.5,8.9,1.1,4.4,15.3,15.5,,0.2,0,0.2,0.066,,-2.3,4.6,2.2,0.2
2003,Bo Outlaw,C,31,PHO,6,70,-3.9,0.17,0,0.4,8.7,11.1,9.9,11,0.7,1.2,33.8,11.3,,-0.3,0.1,-0.1,-0.1,,-8.4,2.5,-5.9,-0.1
2003,Robert Pack,PG,33,NOH,4,42,8.5,0.524,0,0.231,0,2.9,1.5,16.9,0,0,6.5,17,,0.1,0,0.1,0.07,,-3,-3.6,-6.5,0
2003,Scott Padgett,PF,26,UTA,4,53,11.8,0.478,0.368,0.105,13.7,7,10.4,13.6,3,0,20.1,21,,0,0,0,-0.039,,-1.5,1.7,0.2,0
2003,Jannero Pargo,PG,23,LAL,11,129,6.4,0.446,0.625,0.167,2.5,5.5,4,15.3,3.2,0.6,21.4,11.3,,0,0.1,0.1,0.027,,-2.8,1.5,-1.3,0
2003,Tony Parker,PG,20,SAS,24,814,11.9,0.468,0.167,0.281,1.1,7.5,4.5,19.5,1.4,0.3,11.1,23.8,,0,1.1,1.1,0.063,,-0.4,-1.4,-1.8,0
2003,Ruben Patterson,SF,27,POR,7,155,17.3,0.54,0.077,0.558,10.5,9.1,9.8,11.9,1.4,0.5,13.4,21.9,,0.3,-0.1,0.3,0.081,,-0.3,1.5,1.2,0.1
2003,Gary Payton*,PG,34,MIL,6,251,16.6,0.459,0.134,0.179,2,6.6,4.3,37.2,1.7,0.3,9.7,25.1,,0.2,0,0.2,0.041,,-0.6,0,-0.6,0.1
2003,Anthony Peeler,SG,33,MIN,6,166,6.9,0.373,0.421,0.053,3.8,10,7.2,15.7,1.2,0.4,9.3,11.7,,-0.1,0,-0.1,-0.018,,-3.8,1.3,-2.4,0
2003,Paul Pierce,SG,25,BOS,10,445,23,0.554,0.233,0.606,2.9,20.1,11.6,30,2.5,1.4,15.3,30.7,,0.9,0.8,1.7,0.179,,3.8,2.6,6.4,0.9
2003,Scottie Pippen*,SF,37,POR,4,75,9.5,0.503,0.409,0.091,3.1,14.1,8.6,27.1,0,0,23.4,18.1,,0,0,0,-0.013,,-2.8,0.2,-2.6,0
2003,Scot Pollard,C,27,SAC,8,91,10.6,0.404,0,0.542,20.9,15.6,18.2,3,0.6,5.4,19.1,17.6,,0,0.1,0,0.018,,-5.1,2.2,-2.9,0
2003,Tayshaun Prince,SF,22,DET,15,382,15.1,0.535,0.417,0.33,3.3,14.6,8.8,12.2,1.2,2.6,10.8,18.7,,0.4,0.5,0.9,0.114,,0.7,0.7,1.4,0.3
2003,Joel Przybilla,C,23,MIL,4,33,4.5,1,0,0,7.5,28.6,18.3,4.2,0,4.6,50,2.9,,0,0,0.1,0.083,,-4.5,4.7,0.2,0
2003,Zach Randolph,PF,21,POR,7,205,21.7,0.628,0,0.607,12.5,22.4,17.4,8.9,0.8,0.8,14.4,20,,0.7,0,0.7,0.174,,1,2.2,3.2,0.3
2003,Zeljko Rebraca,C,30,DET,4,29,7.5,0.423,0,0.412,7.9,12.5,10.2,0,0,0,4.7,35.1,,0,0,0,-0.021,,-8.1,-10.2,-18.3,-0.1
2003,Michael Redd,SG,23,MIL,6,128,14.8,0.499,0.231,0.269,8.7,11.1,9.9,14.7,0.8,0.6,10.7,24,,0.1,0,0.1,0.052,,-0.8,0.3,-0.5,0
2003,Clifford Robinson,PF,36,DET,17,525,9.1,0.451,0.371,0.233,3.1,7.4,5.2,18.2,1.7,1.9,13.8,18.7,,-0.3,0.6,0.3,0.028,,-1.1,0.4,-0.7,0.2
2003,David Robinson*,C,37,SAS,23,539,17.7,0.591,0,0.661,9.5,21,15.5,6.7,1.8,4.3,13.6,15,,1,1.3,2.3,0.204,,0.7,3.4,4.1,0.8
2003,Rodney Rogers,PF,31,NJN,20,350,10.1,0.486,0.347,0.314,7,11.5,9.2,13.5,0.9,0.7,15.4,21.1,,0,0.5,0.5,0.072,,0,-1.2,-1.1,0.1
2003,Malik Rose,PF,28,SAS,24,560,13.3,0.504,0.017,0.525,10,16.8,13.5,7.5,1.5,1.5,16.3,21.5,,0.2,1.1,1.2,0.107,,-1.5,0.4,-1.1,0.1
2003,Kareem Rush,PG,22,LAL,9,64,11,0.488,0.379,0.138,3.4,1.9,2.7,5.2,0.8,0,8.9,23.5,,0,0,0,0.013,,-2.5,-4,-6.5,-0.1
2003,Arvydas Sabonis*,C,38,POR,6,86,32,0.704,0,0.417,8.1,24.6,16.3,12.1,2.5,3.7,12.3,25.7,,0.4,0.1,0.5,0.271,,3.8,4.4,8.2,0.2
2003,John Salmons,PG,23,PHI,6,16,-9.7,0,1,2,0,22.2,11.5,0,0,0,51.5,11.6,,-0.1,0,-0.1,-0.306,,-15.4,-1.8,-17.2,-0.1
2003,Jeryl Sasser,SG,23,ORL,6,25,8.2,0.357,0.571,0,4.8,18.8,11.9,7.1,2.2,3.4,12.5,15.4,,0,0,0,-0.025,,-5.5,3.4,-2.1,0
2003,Brian Scalabrine,PF,24,NJN,7,20,3.7,0.5,0.25,0,5.6,17.8,11.5,0,0,0,20,11.3,,0,0,0,0.031,,-5.8,-4.1,-9.9,0
2003,Brian Shaw,PG,36,LAL,12,215,6.8,0.378,0.531,0.061,0.5,20.5,10.1,15.9,1,1.7,15.2,12.3,,-0.2,0.2,0,-0.003,,-4.9,2.1,-2.8,0
2003,Brian Skinner,PF,26,PHI,8,38,2,0.387,0.167,0.667,10,9.4,9.7,0,0,2.3,20.5,12.3,,0,0,0,-0.021,,-6.8,-2.1,-8.9,-0.1
2003,Tamar Slay,SG,22,NJN,6,11,-9.9,0.375,0.25,0,0,0,0,0,0,0,33.3,24.7,,-0.1,0,-0.1,-0.288,,-12.9,-4.7,-17.6,0
2003,Joe Smith,SF,27,MIN,5,40,8,0.81,0,1,0,15.6,8.5,0,1.3,1.8,25.8,13.1,,0.1,0,0.1,0.105,,-5.2,-0.4,-5.7,0
2003,Steve Smith,SG,33,SAS,9,66,3.5,0.311,0.5,0.167,1.7,9.6,5.8,14.5,0.8,0,7.2,19.2,,-0.1,0.1,-0.1,-0.042,,-4.1,-2.8,-6.9,-0.1
2003,Eric Snow,PG,29,PHI,12,415,14.6,0.541,0.098,0.569,2.7,8.9,5.9,27.6,2.4,0,19,18.1,,0.6,0.4,1,0.114,,0.5,0.6,1.1,0.3
2003,DeShawn Stevenson,SG,21,UTA,4,37,21.1,0.51,0.133,0.4,6.6,16.8,11.6,19.9,1.5,0,0,21.3,,0.1,0,0.1,0.172,,1.1,0.6,1.6,0
2003,John Stockton*,PG,40,UTA,5,149,17.1,0.586,0.026,0.513,4.1,9.2,6.6,29.9,2.9,0.5,22.7,18.5,,0.2,0,0.2,0.067,,-1.2,2.1,0.9,0.1
2003,Peja Stojakovic,SF,25,SAC,12,486,21.6,0.606,0.347,0.297,3.9,14.9,9.4,10.2,1,0.7,5,21.6,,1.9,0.1,2,0.198,,4.4,0.6,5,0.9
2003,Damon Stoudamire,PG,29,POR,7,232,21.1,0.606,0.392,0.266,3.5,14.7,9.1,27.8,1.4,0.7,12,19.6,,0.9,0,0.9,0.18,,4,2.3,6.3,0.5
2003,Amar'e Stoudemire,PF,20,PHO,6,203,15.9,0.55,0.015,0.431,8,16.9,12.3,7,2.6,3.7,19.7,21.1,,0,0.5,0.5,0.11,,-1,3.9,2.9,0.2
2003,Erick Strickland,SG,29,IND,5,42,24.6,0.571,0.357,0.714,7.8,10.9,9.3,40.1,1.3,0,5.2,21.3,,0.2,0,0.2,0.25,,7.6,-1.3,6.2,0.1
2003,Rod Strickland,PG,36,MIN,6,73,18,0.592,0,0.286,0,8.5,4.7,37.7,2.8,2,25.3,19.6,,0.1,0,0.1,0.075,,-3,0.5,-2.5,0
2003,Wally Szczerbiak,SF,25,MIN,6,252,10.7,0.586,0.23,0.492,3,9.9,6.7,7.9,1.2,0.3,19.5,16.5,,0.1,0,0.1,0.028,,-2.4,1.1,-1.4,0
2003,Kenny Thomas,PF,25,PHI,12,389,15.7,0.558,0,0.287,13.6,21.3,17.6,5.1,1.2,1.1,14.3,16.3,,0.6,0.5,1.1,0.132,,0,1.1,1.1,0.3
2003,Tim Thomas,SF,25,MIL,6,191,19,0.581,0.269,0.41,5.2,13,9.2,7.5,0.8,2.4,8,24.7,,0.5,0,0.5,0.13,,1.2,0.6,1.8,0.2
2003,Jamaal Tinsley,PG,24,IND,6,185,16.2,0.677,0.371,0.171,3.5,7.5,5.4,41.4,1.2,0,17.5,11.4,,0.5,0,0.5,0.142,,2.6,-2.5,0.1,0.1
2003,Robert Traylor,C,25,NOH,6,94,11.1,0.442,0,0.182,14.3,24.8,19.6,7.1,1.8,4,20.2,14.8,,0,0.1,0.1,0.039,,-4.3,4.3,0.1,0
2003,Gary Trent,SF,28,MIN,6,42,4.8,0.421,0,0.429,11.9,7.4,9.4,3.7,1.2,0,19.4,22.2,,-0.1,0,-0.1,-0.105,,-8,-1.6,-9.6,-0.1
2003,Hedo Turkoglu,SF,23,SAC,10,174,13.4,0.458,0.28,0.36,3.2,15.1,9.2,11.5,3.5,2,7.9,15.8,,0.1,0.2,0.3,0.083,,-1.9,4.2,2.3,0.2
2003,Nick Van Exel,SG,31,DAL,20,672,19.1,0.549,0.344,0.196,2.9,8.2,5.5,21.2,0.9,0,9.9,26.3,,1.5,-0.1,1.4,0.098,,2.6,-1.1,1.5,0.6
2003,Keith Van Horn,PF,27,PHI,12,402,10.2,0.507,0.291,0.273,7.5,19.5,13.7,3.8,1.4,0.4,17.4,17.7,,0,0.5,0.5,0.059,,-2.2,0.3,-1.9,0
2003,Jacque Vaughn,PG,27,ORL,7,131,9.1,0.439,0.03,0.394,0.9,4.5,2.7,34.4,1.7,0.6,18.9,17.5,,0,0,0,0,,-4.7,-1.5,-6.1,-0.1
2003,Jake Voskuhl,C,25,PHO,6,98,18.1,0.792,0,0.765,9.3,14.7,11.9,3.8,2.1,3.4,20.9,13.1,,0.3,0.2,0.5,0.25,,1.5,3.1,4.6,0.2
2003,Antoine Walker,PF,26,BOS,10,440,11.9,0.466,0.256,0.125,5.3,17.2,11.4,19.2,2.1,0.7,16.6,24,,-0.5,0.7,0.1,0.014,,-1.9,1.9,0,0.2
2003,Samaki Walker,C,26,LAL,9,49,3.9,0.4,0,0,8.9,21.9,15.1,5.6,1.1,3,37.5,7.3,,0,0.1,0,0.01,,-6.5,3.8,-2.7,0
2003,Ben Wallace,C,28,DET,17,722,20,0.492,0.009,0.927,13.7,32.1,22.7,7.1,3.2,5.5,8.9,11.3,,1,2,3.1,0.204,,0.1,7.3,7.3,1.7
2003,Gerald Wallace,SF,20,SAC,7,18,4.8,0.51,0,0.4,0,30.4,15.4,0,0,3.9,25.4,19.1,,0,0,0,-0.048,,-12.5,-1.5,-14,-0.1
2003,Rasheed Wallace,PF,28,POR,7,260,17.6,0.558,0.361,0.289,4.5,11.7,8.1,11.7,0.8,1.5,5.2,20.1,,0.8,-0.1,0.7,0.133,,2.1,1.6,3.7,0.4
2003,Chris Webber,PF,29,SAC,7,246,23.3,0.53,0.022,0.363,8.2,17.8,13,19.1,2.1,2.3,12.8,31.9,,0.4,0.2,0.6,0.111,,0.6,2.8,3.4,0.3
2003,Bonzi Wells,SG,26,POR,7,268,15.8,0.471,0.242,0.315,6.1,14.9,10.5,16.8,3.1,0.9,13,27.5,,0.1,0.1,0.2,0.042,,-1.5,3.6,2,0.3
2003,David Wesley,SG,32,NOH,6,185,9.3,0.526,0.472,0.097,0.7,4,2.3,12.8,1.5,0.4,16.7,22.7,,0,0,0,0.003,,-1.3,-1.5,-2.8,0
2003,Chris Whitney,PG,31,ORL,7,111,6.7,0.503,0.429,0.095,3.3,8.5,5.9,11,1,1.5,8.4,10.3,,0.1,0,0.1,0.061,,-2.1,1.8,-0.3,0
2003,Mike Wilks,PG,23,MIN,4,7,14.4,0.75,0.5,0,0,0,0,0,0,0,0,12.9,,0,0,0,0.102,,1,-3.4,-2.4,0
2003,Aaron Williams,C,31,NJN,19,340,15.7,0.514,0,0.292,10.8,18.9,14.7,9.5,0.9,4,9.8,17.7,,0.5,0.7,1.2,0.165,,0,1.8,1.8,0.3
2003,Eric Williams,SF,30,BOS,10,310,8.2,0.466,0.17,0.386,4.5,7.3,5.9,9.6,1.5,0,10.4,17.6,,0,0.3,0.3,0.042,,-2.8,-0.3,-3.1,-0.1
2003,Monty Williams,SF,31,PHI,10,96,3.6,0.384,0.043,0.174,9.2,9.9,9.6,0,1.2,0,13.9,14.3,,-0.1,0.1,0,-0.024,,-6.5,-2.7,-9.2,-0.2
2003,Scott Williams,C,34,PHO,6,83,8,0.365,0,0.063,7.4,12,9.6,2.3,2.5,3,3,18.2,,-0.1,0.2,0.1,0.048,,-4.7,1.5,-3.2,0
2003,Walt Williams,SF,32,DAL,15,227,12.5,0.505,0.506,0.086,5.8,15.1,10.4,10.1,1.1,4.1,16.8,20,,0,0.1,0.1,0.022,,-2.6,2.3,-0.2,0.1
2003,Corliss Williamson,SF,29,DET,15,233,13.2,0.506,0,0.644,6.4,10.4,8.4,13.9,1,1,14.8,28.1,,0.1,0.2,0.3,0.058,,-2.3,-1.7,-4,-0.1
2003,Kevin Willis,C,40,SAS,18,91,18.7,0.557,0.025,0.075,23.8,14,18.7,4.7,0.6,0.8,16.2,24.8,,0.1,0.1,0.3,0.141,,1.6,-3.5,-2,0
2003,Loren Woods,C,24,MIN,2,2,24.2,0.333,0,0,62.3,0,28.3,0,0,0,0,67.7,,0,0,0,-0.25,,-8.1,-23.3,-31.4,0
2003,Qyntel Woods,PF,21,POR,4,18,-0.2,0.354,0.111,0.222,6.5,6.5,6.5,0,0,0,9.2,27.5,,-0.1,0,-0.1,-0.181,,-11.3,-5.3,-16.6,-0.1
2003,Metta World Peace,SF,23,IND,6,252,16,0.53,0.344,0.444,4.8,10.9,7.8,10.8,3.2,2.2,12.9,22.6,,0.2,0.3,0.5,0.095,,1.2,2.5,3.7,0.4
2004,Malik Allen,PF,25,MIA,10,138,16.1,0.472,0,0.184,10,15,12.5,6.1,0.8,5.6,7,19.8,,0.2,0.2,0.4,0.131,,-1.5,1.2,-0.3,0.1
2004,Rafer Alston,PG,27,MIA,13,295,10,0.446,0.571,0.275,1.6,9.7,5.6,13.9,0.9,0.3,8.9,18.2,,0.2,0.2,0.4,0.061,,0.1,-1.8,-1.7,0
2004,Chris Andersen,PF,25,DEN,5,34,13.6,0.333,0,0,18.7,29.7,23.7,8.6,1.5,4.5,18.2,14.3,,0,0,0,0.033,,-4.9,4.9,0.1,0
2004,Kenny Anderson,PG,33,IND,4,19,-13.3,0.286,0,0,0,6,3,9.9,2.9,0,41.7,30.4,,-0.2,0,-0.2,-0.461,,-17.2,-1.1,-18.3,-0.1
2004,Shandon Anderson,SG,30,NYK,4,117,1.2,0.305,0.259,0.074,4.4,4.6,4.5,16.2,1.8,0.7,22.3,13.7,,-0.3,0,-0.3,-0.112,,-7,1.7,-5.3,-0.1
2004,Carmelo Anthony,SF,19,DEN,4,143,9.8,0.412,0.172,0.313,5.2,23,13.3,12.2,1.8,0,18.9,27.7,,-0.3,0.1,-0.2,-0.06,,-5.8,1.1,-4.7,-0.1
2004,Brandon Armstrong,SG,23,NJN,8,32,2.1,0.25,0.083,0,3.8,3.5,3.6,17.7,1.7,0,0,17.7,,-0.1,0,0,-0.058,,-5,-2.4,-7.4,0
2004,Darrell Armstrong,PG,35,NOH,7,150,3.9,0.34,0.735,0.088,4.5,6.9,5.6,19.2,2.2,0,26.9,15.1,,-0.3,0.2,-0.2,-0.053,,-3.6,-0.1,-3.6,-0.1
2004,Chucky Atkins,PG,29,BOS,4,133,16.5,0.57,0.256,0.487,2.7,9,6,23.9,1.2,0,17.4,20.3,,0.3,-0.1,0.1,0.052,,-1.2,0.1,-1.1,0
2004,Stacey Augmon,SF,35,NOH,7,168,8.2,0.465,0.021,0.375,2.6,10.2,6.4,8.3,2,0.5,18.9,19.2,,-0.1,0.2,0.1,0.025,,-4.4,0.3,-4.1,-0.1
2004,Vin Baker,PF,32,NYK,4,57,19.5,0.612,0,0.643,10.9,14.2,12.3,3.5,2.7,3,10,15.7,,0.2,0,0.2,0.175,,-0.6,2.9,2.2,0.1
2004,Marcus Banks,PG,22,BOS,4,60,14.2,0.563,0.313,0.25,2,10.9,6.7,24.2,1.7,1.2,14.5,16.3,,0.1,0,0.1,0.07,,-1.8,1.3,-0.5,0
2004,Dana Barros,SG,36,BOS,1,1,-41,0,0,0,0,0,0,0,0,0,0,47,,0,0,0,-1.203,,-38.1,-11.2,-49.3,0
2004,Jon Barry,SG,34,DEN,5,100,10.2,0.415,0.375,0.125,4.2,17.7,10.4,14.4,1.6,0,13.6,12.9,,0,0,0.1,0.031,,-2.8,2.2,-0.6,0
2004,Shane Battier,SF,25,MEM,4,69,7,0.539,0.467,0.4,10.4,11.4,10.9,2.6,0,1.2,18.5,15.5,,0.1,-0.1,0,-0.021,,-3.8,0,-3.7,0
2004,Jonathan Bender,SF,23,IND,16,200,14.4,0.506,0.362,0.232,5.7,10.3,8,7,0.6,5.5,13.6,21.2,,0.1,0.3,0.4,0.099,,0.2,0.3,0.4,0.1
2004,Mike Bibby,PG,25,SAC,12,497,20,0.545,0.281,0.281,2,8.4,5.3,30.2,2.4,0.7,13.7,23,,1.3,0.3,1.5,0.148,,3.4,0.5,3.9,0.7
2004,Chauncey Billups,PG,27,DET,23,881,18.8,0.546,0.374,0.476,1.8,7.3,4.5,29.8,2,0.2,14.8,21.8,,2.5,1.2,3.7,0.203,,5.6,-1.4,4.2,1.4
2004,Mark Blount,C,28,BOS,4,145,16.1,0.554,0,0.543,8.3,20.3,14.6,5.7,2.2,4,17.2,17,,0.2,0,0.2,0.07,,-4.3,4.9,0.6,0.1
2004,Bruce Bowen,SF,32,SAS,10,298,6.5,0.437,0.46,0.206,2.3,9.6,5.8,5.4,0.7,0.8,5.5,11.5,,0.1,0.1,0.3,0.043,,-1.3,1,-0.3,0.1
2004,Ryan Bowen,PF,28,DEN,4,6,16.3,1,0,0,0,0,0,0,0,0,0,7.4,,0,0,0,0.147,,1.4,-1.5,-0.1,0
2004,Earl Boykins,SG,27,DEN,5,121,23.5,0.507,0.222,0.111,5.2,6.3,5.7,28.9,2.2,0.6,8.3,26.3,,0.4,0,0.4,0.171,,4.7,-0.1,4.7,0.2
2004,Shawn Bradley,C,31,DAL,2,3,-6,,,,0,0,0,0,0,0,,0,,0,0,0,-0.029,,-5.7,2.1,-3.7,0
2004,Devin Brown,SG,25,SAS,9,130,15.4,0.585,0.27,0.459,3.5,13.4,8.3,12.4,1.3,0.6,13.6,18.6,,0.3,0.1,0.4,0.154,,1.2,0.3,1.5,0.1
2004,P.J. Brown,PF,34,NOH,7,256,12.5,0.409,0,0.155,12.6,17.4,15,11.5,0.6,3.5,14.6,16.2,,0,0.4,0.4,0.072,,-2.2,2.7,0.6,0.2
2004,Kobe Bryant,SG,25,LAL,22,973,21,0.506,0.211,0.361,2.2,10.3,6.2,25.6,2.4,0.6,10.3,29.8,,2.1,0.8,2.9,0.145,,3.5,1.1,4.6,1.6
2004,Rodney Buford,SF,26,SAC,5,32,16.6,0.466,0.25,0.167,0,15.8,8.2,16.4,3.2,0,0,18,,0,0,0.1,0.125,,-0.7,0.8,0.2,0
2004,Caron Butler,SF,23,MIA,13,511,15.4,0.469,0.072,0.373,4,20.7,12.3,11.6,3,1.2,11.4,18.9,,0.4,1,1.4,0.128,,-0.7,3.1,2.4,0.6
2004,Rasual Butler,SF,24,MIA,10,58,10,0.477,0.409,0,0,21.8,10.9,7.2,1,0,4.3,19,,0,0.1,0.1,0.1,,-1.5,-2.2,-3.7,0
2004,Marcus Camby,C,29,DEN,5,194,17.1,0.515,0.036,0.255,7.6,28,16.9,9.7,1.1,2.8,8.9,15.3,,0.4,0.2,0.6,0.137,,-1.1,4,2.9,0.2
2004,Elden Campbell,C,35,DET,14,124,8.4,0.349,0,0.514,9.3,13.8,11.5,14.4,2.7,6.1,17.3,19.8,,-0.2,0.3,0.1,0.037,,-3.8,4.2,0.4,0.1
2004,Maurice Carter,SG,27,NOH,1,2,-21.4,0,0,0,0,0,0,0,0,0,0,23.4,,0,0,0,-0.541,,-19.8,-5.9,-25.7,0
2004,Sam Cassell,PG,34,MIN,16,497,19.6,0.579,0.297,0.302,0.7,8.1,4.6,27.4,1.3,0.4,15.8,25.8,,1.4,0.1,1.5,0.141,,3,-1.4,1.6,0.5
2004,Kelvin Cato,PF,29,HOU,5,148,12.5,0.578,0,0.318,11.6,14.8,13.3,2.4,1.8,2,16.6,9.8,,0.2,0.2,0.4,0.12,,-1.1,4,2.9,0.2
2004,Doug Christie,SG,33,SAC,12,461,15.9,0.512,0.234,0.34,4.1,12.5,8.5,16.8,2.5,0.8,11.9,17.9,,0.8,0.3,1.1,0.117,,0.7,2.4,3.1,0.6
2004,Jason Collins,C,25,NJN,11,266,5.7,0.444,0,0.421,8.3,10.8,9.6,11.2,0.6,2.9,25,10.6,,0,0.3,0.3,0.055,,-2.4,2.5,0.1,0.1
2004,Brian Cook,C,23,LAL,13,46,4.9,0.378,0,0.133,7.6,22.8,15.2,3.8,1.2,0,15.9,20,,-0.1,0,0,-0.045,,-8.7,-0.9,-9.6,-0.1
2004,Austin Croshere,PF,28,IND,13,214,13.6,0.49,0.436,0.382,6.9,14.4,10.6,10.2,1,1.1,8.5,15.8,,0.4,0.3,0.6,0.146,,1.9,-0.4,1.5,0.2
2004,Marquis Daniels,SG,23,DAL,5,184,15,0.466,0.093,0.293,4.7,12.3,8.1,13.1,2.7,1.2,15,21.6,,0.1,0.1,0.2,0.056,,-0.8,2.6,1.7,0.2
2004,Baron Davis,PG,24,NOH,7,260,20.4,0.494,0.43,0.289,2.6,10.1,6.3,42.4,2.3,1.5,12.9,26.6,,0.6,0.4,0.9,0.171,,6.4,-0.2,6.1,0.5
2004,Ricky Davis,SF,24,BOS,4,123,11.1,0.5,0.25,0.4,2.9,8,5.6,24.3,0.9,0,20.3,22.6,,0,-0.1,-0.1,-0.053,,-4,-0.5,-4.5,-0.1
2004,Tony Delk,SG,30,DAL,1,5,28.2,,,,0,21.6,9.6,50.3,10,0,,0,,0,0,0,0.287,,-1,7.2,6.3,0
2004,Vlade Divac,C,35,SAC,12,235,14.3,0.487,0,0.324,10.3,16,13.2,15.7,0.9,1.5,14.7,18.1,,0.3,0.1,0.4,0.091,,-1.6,1.5,0,0.1
2004,Michael Doleac,C,26,DEN,5,49,7.2,0.5,0,0,4.3,12.9,8.2,9.1,0,0,9.1,9.9,,0.1,0,0,0.048,,-3.3,0.5,-2.8,0
2004,Tim Duncan,PF,27,SAS,10,405,24.1,0.56,0.006,0.547,9.3,24.6,16.7,16,1.1,4.1,17.6,27.7,,1,0.6,1.5,0.183,,1.8,3.9,5.7,0.8
2004,Francisco Elson,C,27,DEN,4,60,7.9,0.582,0,0.167,1.8,16.8,8.6,5.1,1.8,1.3,18.9,11.7,,0,0,0.1,0.057,,-4,2.8,-1.3,0
2004,Michael Finley,SG,30,DAL,5,196,10,0.449,0.382,0.147,2.6,5.5,3.9,10,1,1.1,11.1,16.6,,0.1,0,0.1,0.022,,-0.7,0.5,-0.3,0.1
2004,Derek Fisher,SG,29,LAL,22,507,13.3,0.508,0.372,0.236,2.3,10.6,6.4,17.1,2,0,10.4,17.5,,0.7,0.3,1,0.095,,0.3,0.7,1,0.4
2004,Jeff Foster,C,27,IND,16,307,16.4,0.612,0.023,0.233,16.2,22.7,19.4,7,2.4,1.3,21.5,9.5,,0.7,0.6,1.3,0.207,,2.2,2.9,5.1,0.6
2004,Rick Fox,SF,34,LAL,16,145,6.5,0.431,0.35,0.1,4.8,13.7,9.2,19.8,1.1,1.1,30.1,10,,0,0.1,0.1,0.022,,-4.2,1.9,-2.3,0
2004,Steve Francis,PG,26,HOU,5,222,19.9,0.548,0.243,0.571,3.3,17.7,10.9,33.3,1.7,0.3,19.3,23.7,,0.5,0.2,0.7,0.148,,2.9,3.1,6,0.4
2004,Dan Gadzuric,C,25,MIL,1,9,24.6,0.45,0,0.25,0,13,6.3,49.1,5.9,0,0,22.8,,0,0,0,0.148,,2.8,3.9,6.7,0
2004,Kevin Garnett,PF,27,MIN,18,783,25,0.513,0.043,0.336,6,31.3,19.3,24.1,1.6,3.9,14.9,30.3,,1.4,1.3,2.7,0.163,,0.8,5.5,6.2,1.6
2004,Pau Gasol,PF,23,MEM,4,134,29.4,0.64,0,0.408,3.6,15.7,9.4,17.3,1.7,3.9,8,23.2,,0.7,-0.1,0.6,0.221,,2.8,3.9,6.7,0.3
2004,Devean George,SF,26,LAL,22,470,11.3,0.556,0.59,0.2,2.7,9.7,6.2,4,2.5,1.4,9.2,12.4,,0.5,0.4,1,0.097,,-0.1,2.3,2.2,0.5
2004,Manu Ginobili,SG,26,SAS,10,280,22.2,0.573,0.372,0.468,6.1,16.9,11.3,20.2,3.3,0.3,15.6,22.5,,0.9,0.4,1.3,0.224,,4.8,2.7,7.5,0.7
2004,Brian Grant,C,31,MIA,13,399,10.9,0.442,0.01,0.143,12.9,19.3,16.1,4.7,1,1.7,14.7,14.7,,0.1,0.5,0.6,0.078,,-2.1,1.1,-1,0.1
2004,Marcus Haislip,PF,23,MIL,1,3,46.2,1,0,0,36.9,0,19,0,0,0,0,15.4,,0,0,0,0.379,,13.8,-5.7,8.2,0
2004,Darvin Ham,SF,30,DET,22,108,4.1,0.5,0.063,0,8.5,6.3,7.4,1.6,1.5,3.1,33.3,10.5,,-0.1,0.2,0.1,0.026,,-3.6,1.2,-2.3,0
